"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.60055096418733","-4.62772050400916","-7.4250936329588","-6.714859437751","-20.6793279766253","-24.0230621396541","4.56876456876456","3.85250128932439","6.5067264573991","-0.0211505922165819","-5.0080971659919","-12.782640408461","-1.12713854411271","-25.2778858625162","11.0584551148225","16.279234167894","-17.3419703872438","-8.09893413500955","12.0141228939544","4.44802674008415","12.5739581941502","9.64531608595869","0.00393004519551947","6.72281776416538","-18.7522768670309","-9.87717069038543","3.473616748558","-12.1425426991604","-4.85473566853484","3.73558223981902","4.55750971368682","0.954698641469239","-0.460226558402864","2.56179427751527","-13.5480575128413","",
"Africa Eastern and Southern","AFE","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","-2.69339115744371","1.47183064886517","-5.91585360700476","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.35798854942128","2.23601792155674","-3.64331157543083","-12.6195276392874","-25.8706980173329","-25.2900733285252","-15.7724212014112","-21.912668651173","-14.9502033865154","-18.9559479529849","-21.5852670723455","-20.1704576794398","-15.5931196054293","",
"Africa Western and Central","AFW","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","2.58156403265246","-4.28446388548005","5.52952841554395","-5.34823355013759","-1.29397822224521","-2.09729209553378","-5.465973","-8.84439959377916","-11.5883584424603","-7.65604828196431","-5.32696076591876","43.3986736530575","-11.5519926947846","-28.6975731367781","-27.7983328549784","8.71506365625718","-16.012978916934","-0.981927016546037","-4.03958235181778","2.89247747698625","13.8970921801467","20.4078149120781","16.2123883977719","8.12554758605565","-10.7693882086902","9.18726439899416","11.9563696297619","11.0731112651592","6.10567673093007","-2.73054281586028","-11.7781764781964","-6.1901382069593","-0.917560951821977","9.51578191021065","7.41229437973059","1.62613378444336","11.5763933632882",
"Albania","ALB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","-1.51291794065729","-1.91876847948004","-0.1525752133222","0.249904333497333","-1.3211544989028","-1.74427120088412","-5.83174096323551","-15.2788523176905","-7.77398715257512","1.25704931694863","-8.36278863618895","-0.480615551651797","-3.35350086882662","-12.0536114950924","-2.55580935849998","-4.83792386732012","-4.49092085179739","-5.542947808941","-9.37243799545941","-7.24966532306394","-4.98178261667359","-7.09724458992434","-7.5415777369357","-10.7781030969354","-15.6285289440748","-15.380484534115","-11.3658694605048","-12.9330972215394","-10.2001793445114","-9.27419068561388","-10.7753990397848","-8.6048827219801","-7.59082599857201","-7.54425011918848","-6.70491801262702","-7.9137087428317","-8.68751403281967","-7.62957600599867",
"Andorra","AND","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0104704758856","15.5264308539605","",
"Arab World","ARB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","1.27224225636723","1.98305770943701","3.19543437678718","-0.740769310961666","-6.20306739740758","-5.98905581142535","-2.7909739553226","-2.3427783479647","-3.15455411036641","-1.07672004820033","-2.57719778348358","-3.81166877221693","-1.24557455367687","-1.7028351008922","3.22032099029614","-0.341028912950146","-2.42483853719518","-3.46617829462143","-4.26485898465452","-1.9834602735093","-2.4875930110115","-4.14468006629108","-4.8443160454196","-4.21229506178187","-3.15992237703676","-1.40694788500181","8.97078467784247","6.37990680177011","1.95058324319273","2.65363142179073","2.79449564264943","2.1036160391819","1.49940141614234","2.1785669619099","-0.383118699737132","-1.00727103856271","-0.39159512386959","-2.37749566620574","-1.74400211981355","-2.96292666513535","-2.7092262729721","-4.83995717253181","-5.16055404098129","-0.819312836288184","0.85031506733414","1.38356158887357",
