"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.75344574516728","3.72935303115566","3.44012880401172","3.95813971019676","3.6456249280765","3.56399912371532","3.2418110693976","3.70726194756777","3.92310041874336","2.78364275711848","2.21048889991959","2.33083044326122","2.96328299148077","2.26380428857272","1.93030427541802","2.12812333164339","1.83730396335168","1.78801975591641","2.56966809265111","2.81317133739138","2.99613910957483","4.64510627756786","4.12860771709496","3.51592126136357","5.52925792491592","5.59657012488295","6.25168804841315","",
"Afghanistan","AFG","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0867397231098673","0.0656711817844255","0.0580627546598395","0.0744212699522964","0.12435640221431","0.205922481200734","0.292926360262555","0.328834470426186","0.334931251018306","0.346978825462883","0.290935038807838","0.225992175756977","",
"Africa Western and Central","AFW","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","1.24661243926186","1.54002643880511","1.29131026976684","1.8755032171643","1.32153518667009","1.57465422922703","1.7668474522595","1.49195850203614","2.11183701541783","2.55154714641384","4.05629991179988","2.48251532764869","2.96449956619526","4.10997589975701","6.42928774513409","7.0011585636643","5.67952316057472","4.99886317934623","5.95412356485317","5.82662897752632","6.35732189673622","5.89972447833023","5.06189625613203","4.76409721402024","6.99578522790777","5.29607514070849","5.62556850807645","4.52496702453386","4.46255320507078","4.06340757563628","4.19979561897377","3.87358160781219","2.51898016620814","2.36632777898313","1.94955506783111","4.13281935678135","2.54983388513968","1.11155265840698","1.38489053547298","0.867164277137846","0.741527895228898","0.588063397831936","0.667453232282888","0.716892323060906","1.20279645384337","0.868675585325407","1.35156201384959","1.81076533930591","2.07847523058372","2.11684910566743","2.31027129658644","",
"Angola","AGO","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.65171164890133","3.25065186646933","3.66209263392074","7.01732180779487","4.77364303675741","13.334817791727","9.79939807148252","17.0892619949499","15.0191851519572","27.6668893362463","30.1754486948002","23.1031678807759","30.3599142812037","10.6227196924148","9.25473674584979","8.9478796090578","7.93707922153898","9.58600475780201","7.79528920208426","2.1848595507731","6.35063612721042","4.01218398992205","3.95877618105183","5.15796470852419","4.64263694341258","6.19015208971124","10.2029264955011","23.1990370271162","14.1291138412444","15.3884084638544","18.4570037657138","17.2217438405962","",
"Albania","ALB","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33103248273165","0.32748319607642","0.661960482418398","0.964853573478723","0.427576456185218","0.650408998351229","1.04567523199564","0.81698017738474","0.779443688530111","0.837415903021545","0.978010698700987","1.36419925174657","0.994083805689177","1.03374937483397","1.27709437281195","1.97836551365237","1.60027935384809","1.95343770600414","2.06027489533522","3.22264003834138","3.74210436020161","4.42169389833573","4.2442807789672","5.48833215482098","10.2405862256084","4.89808174099937","3.93090016485385","7.17453342298728","4.27168533889458","7.72294071207185","",
"Andorra","AND","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","2.39265981133224","2.50068266511598","3.26264314792326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","3.67848227478452","3.20581622935839","3.33429956534761","2.63504239327433","2.28819347405598","3.04980572900533","3.19851783748815","3.32223447039419","5.77503069074839","3.32488453284737","5.58549028694237","7.04301204603806","6.17644761991511","6.95889004619091","8.40511592009056","7.44708440453866","6.93891404147746","5.91382658711508","4.18792210476436","6.24735620479116","4.57624123989642","2.96386230542357","2.1885906346704","2.51228282169313","2.27928756745779","3.50850522384729","4.86176856315191","5.62365235114816","6.64369900809839","9.16855867900237","8.98216214611374","6.92977592251926","5.74222654534108","11.7076235634893","8.81548392467654","5.73352882860582","8.43671446336399","3.14675402144614","2.72066590752662","4.58338057668963","3.82190872382986","3.06567721696365","2.54751931525367","2.92106596979251","3.30201681292554","3.06754860680855","4.75377836634788","6.44851809830304","8.49681293930845","10.0837446613294","7.40522832651801","",
