"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","21.5284296487032","21.6981997615326","24.949285092229","17.9898733255495","12.9559616466452","12.3434852207086","13.2516842026753","9.89009260803278","12.5572486370651","10.5501943720939","7.02746440618872","5.464408008132","5.62134465539642","5.00218158831979","5.40603955924442","6.84808901611101","7.33188650400465","7.7751229250681","8.08705017836234","8.57227020827485","8.943295813304","9.92397612208859","10.219313075393","11.6277440672573","11.8744707702373","11.5860351613398","14.5160531101468","13.9460422850841","17.555315665917","19.2016465259034","19.727178459539","18.3034290414268","18.3542241537805","24.5241258759798","30.8900775568986","42.5170971628674","46.4576965915074","47.5078654316291","46.0991182000106","43.8803278986165","44.1271163372053","40.8216399156642","38.7114588459734","36.3808535315642","34.0545318422024","30.3524324221286","26.3969580227259","26.3534392115378","26.3818352485153","25.0438857850889","",
"Afghanistan","AFG","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141.900322047184","171.996793207284","211.936350875024","255.283575583065","277.15322201723","281.659070906032","297.586989135739","268.663397353037","280.499616022612","294.234021395487","306.361182290885","319.258392395823","321.072482418557","",
"Africa Western and Central","AFW","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8821346606533","","","4.63658674936532","4.80398042827346","9.12420197517341","14.2815399367096","12.0534710935507","10.1290562227264","16.3183987178487","17.1439065122148","13.1546920203308","12.5912554646433","24.0652935272937","48.3912909659355","111.540947027266","","","","","","116.316830421634","95.071399290762","71.8398998845303","53.5008865386486","44.7934945898426","51.7338111399239","49.8813381972817","","","",
"Angola","AGO","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.98517358998106","5.26930407028051","3.94555155902453","1.87723648469998","4.60403873110105","12.2724084508782","8.33853369020877","4.11826338561631","6.95806232103961","14.0757224346866","26.1215362256233","82.2708808383418","93.7613880101386","114.576685452338","67.3862436646589","73.439974111511","78.6713700316121","84.5494091299978","71.474477499218","58.1890758350295","48.3016077344546","40.9359864173093","29.497357936151","24.3767920149766","25.3465137457222","20.4824561184368","",
"Albania","ALB","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1835352121757","25.3188789985432","57.8164309929178","65.7277413734188","66.3002957901549","67.0183271311673","67.6648658829861","57.6003718075358","66.7568843846353","73.4038074495226","66.9701778676912","86.542007253575","67.7083365038267","72.0194652674595","72.875798695837","55.5284937504435","51.4410046538242","46.7330053053343","38.1142608022513","35.2070333361981","32.0719799529374","31.3096121794132","37.155209665803","36.5021801214989","36.6127665575214","39.4250629932656","39.3817924755217","44.3620967018232","",
"Andorra","AND","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","33.2286671983748","41.7356276503212","57.1009928882995","79.4975497012527","41.5529733507739","35.9840213163789","24.5470183422881","24.4401038864619","32.6482439935622","33.0257364994426","23.8417682342511","22.1663411032477","17.4030115370645","12.1448438241739","12.8626388975887","11.0315031753074","11.921940986608","10.2658369062867","10.1541108473672","12.155772165515","16.0092170132048","20.7938875240797","25.2021146674983","26.9674781292539","27.5671742671111","31.3573637841024","36.5644067354675","33.6385399197475","32.9781690412494","37.369615927872","44.6052858225773","50.57861839326","63.9985744144588","71.8745676356729","92.2045678153932","123.527653361179","142.933002662714","158.204858552237","160.579884194484","165.828136480299","156.805790704268","145.719243247821","131.802933190198","125.097976918236","103.769041366282","87.5423368390472","81.0333981194061","75.4435337177427","67.7493191960846","57.9225253271833","",
"United Arab Emirates","ARE","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","4.78941024014849","8.30383074329545","21.6588137869485","24.2299578683734","10.7348804900406","20.8734731537031","32.9224746722976","43.9256232607729","54.9019990243294","34.0260532688742","13.9801782280832","10.2860670314453","6.16000322420921","5.28019278947026","9.19261969492426","8.4030390081184","6.35865003696774","8.73923466945951","4.9083813702472","9.95883361771427","11.363293246351","16.6852628027786","23.9627378811928","21.3109604188913","16.1779372525899","17.7416235593116","17.4848717291305","17.565336110488","17.3454704990554","16.7610465477656","9.53525023805956","7.07417151932967","8.66192564142805","11.7021633452756","21.471093431729","26.9273167592192","38.1974886724005","35.7492093481234","35.9078088918306","41.2243723341622","32.3798272103176","30.9007677170223","20.3254542364118","20.4239839533001","14.4033765244417","21.1488846028631","24.4834910434702","23.8354930981846","15.9306978418081","15.5279499579304","",
